gene_symbol	ID	logFC
ADAMDEC1	11751267_a_at	1.2084986453033881
SYNPO2	11721602_a_at	1.1938520704285684
HLA-DPB1	11758369_x_at	1.1902841202584034
CPE	11743576_at	1.1834706287026782
CPE	11743577_s_at	1.1827610572009393
ALDH1A1	11752548_a_at	1.1812073880379916
ADAMDEC1	11729111_x_at	1.178955613718795
REG4	11746772_a_at	1.1772806240330693
HSD17B2	11744099_a_at	1.1668995357681125
VSIG2	11754421_a_at	1.1637384286519916
PLAC8	11755748_s_at	1.1626357867329453
ADH1B	11722995_at	1.1571373702793792
REG1A	11715386_at	1.1547125513312881
ZG16	11722059_at	1.1534840895648077
ADH1B	11746322_x_at	1.1529435914084658
NXPE4	11740645_a_at	1.1493175161306564
C12orf56	11735607_a_at	1.145785871727048
C12orf56	11735608_s_at	1.1367694178399779
IGFBP2	11722583_a_at	1.1364615202168293
ALDH1A1	11752549_x_at	1.13610161884968
MAGEA2	11749283_x_at	1.1310333538125827
MAGEA2B	11749283_x_at	1.1310333538125827
SDR16C5	11754879_a_at	1.1270732331101643
CHGA	11723302_a_at	1.1243891105093606
PCK1	11726273_a_at	1.1199157331133955
SI	11731688_at	1.1171291791627178
SLC44A5	11733491_a_at	1.1113068723707276
KIAA1324L	11741802_a_at	1.1104383255669008
NMU	11728377_x_at	1.1062055476541497
GSTA1	11724219_x_at	1.098636434953145
PCP4	11722232_a_at	1.0982881206477701
DSC3	11743835_a_at	1.0937690789914822
AKR1C4	11731677_at	1.0897391632386855
RBP4	11718132_at	1.087526132648045
TKTL1	11726242_a_at	1.0855915114372672
MAGEA2	11749282_a_at	1.0843349530662136
MAGEA2B	11749282_a_at	1.0843349530662136
DSC3	11754838_a_at	1.0783012479958964
JCHAIN	11735989_s_at	1.0739957494085886
SLC44A5	11733492_s_at	1.0705847376363842
PUDP	11719628_a_at	1.0694272591247076
PUDP	11751354_a_at	1.0572883707155842
GRP	11756874_a_at	1.0477623585616458
DKK2	11728088_at	1.0446196973658397
REG4	11744279_a_at	1.0356961243102818
CLDN18	11722312_a_at	1.035673432574948
GABRB2	11733243_a_at	1.0344179081740315
BEX4	11718588_a_at	1.0270452961839096
SFTA2	11733543_at	1.0237295094548982
WNT11	11763605_a_at	1.0228640195383436
DCDC2	11729039_at	1.020144926552458
ERLIN2	11735259_a_at	1.0190771032354329
PHGDH	11728203_a_at	1.0160493858797643
AGR3	11723524_at	1.014359680264815
PCCA	11727385_a_at	1.0124216915655175
RETNLB	11753455_s_at	1.0087981979935847
SOX6	11726178_a_at	1.0034076806301915
NOS2	11724403_at	-1.0020067278352816
TNFSF9	11735140_at	-1.00411125736073
SULT1C2	11725597_a_at	-1.0053490157530778
LAMC2	11737324_x_at	-1.008746827278891
MYEF2	11754279_a_at	-1.0101134836106072
COL12A1	11757018_a_at	-1.0113046133711414
COL7A1	11721705_at	-1.0153852850433234
AAK1	11736633_at	-1.0158235908725217
PIGR	11716111_x_at	-1.0204311711158986
LAMC2	11737323_at	-1.020996127429969
TENM3	11727984_at	-1.022679287848109
TNC	11747935_a_at	-1.027963882676703
FN1	11739535_s_at	-1.0357809441711456
PIGR	11716109_a_at	-1.0374041383039092
C2CD4A	11731015_at	-1.042945690857426
FN1	11739536_x_at	-1.0565438772942137
ADAM12	11722200_s_at	-1.0643864153247868
FN1	11745837_x_at	-1.0685725376143935
FN1	11739435_a_at	-1.0730745969358013
PF4	11727602_x_at	-1.090838061246596
MYEF2	11727996_a_at	-1.0917555490204398
FN1	11749460_x_at	-1.0922512995655058
TNC	11716062_a_at	-1.1018986344646402
MMP1	11755928_s_at	-1.1074480929964512
NA	11759866_at	-1.1082059322250357
FN1	11739534_a_at	-1.1187490025332654
APOLD1	11719883_a_at	-1.129123183366608
FAM118A	11746669_a_at	-1.143693493218759
CXCL13	11720161_at	-1.1472061589618479
TNC	11716063_at	-1.1530054529012936
KIF26A	11729429_a_at	-1.1652519433161794
FAM118A	11720023_a_at	-1.1681208183447005
LOC100190940	11757199_at	-1.1738731611895865
MMP13	11729297_at	-1.2026469930053185
MMP3	11723635_s_at	-1.2128739461531879
MMP1	11741897_a_at	-1.2366467859914891
RNF182	11737774_a_at	-1.2432478918100327
COL10A1	11735218_at	-1.2569035205684091
WT1	11730686_a_at	-1.2608695856594148
EIF1AY	11720807_x_at	-1.2764617322791771
PI15	11725585_at	-1.2889497191899437
CXCL6	11730801_at	-1.2985564186076752
NOX1	11744651_a_at	-1.3045534022691534
IL33	11751426_a_at	-1.3052122815793972
IL33	11743858_at	-1.309895934548278
IL33	11743859_x_at	-1.3191344239590475
PIGR	11716112_at	-1.3432651131707392
RPS4Y1	11716411_x_at	-1.4061155866479211
NOX1	11736459_a_at	-1.4603434035833978
DDX3Y	11724075_a_at	-1.4630532041385331
CAPN8	11731325_a_at	-1.54309818216006
CCL18	11720251_at	-1.5708161248400128
MAGEA11	11734428_a_at	-1.8189641204778813
PTPRO	11736665_a_at	-1.8307187878586078
HLA-C	11715316_x_at	-1.8895763784874537
PTPRO	11740474_a_at	-1.9476459779635444
PTPRO	11725684_a_at	-2.156901392932193
PTPRO	11725685_a_at	-2.527553829542142
