gene_symbol	ID	logFC
ERLIN2	11741587_x_at	1.0994445483282878
TKTL1	11726242_a_at	1.099397375311717
REEP1	11719074_at	1.0848165354172528
FABP1	11758878_x_at	1.0817804728257947
PLAC8	11739482_x_at	1.0804430769758522
SCEL	11734853_x_at	1.0710905766130372
FGFR2	11740394_a_at	1.0683808871072866
CPE	11743576_at	1.059445236627238
ADH1C	11730779_at	1.0555603123900115
NTS	11719684_a_at	1.0550435590994525
VSIG2	11754421_a_at	1.0463661429218725
SI	11731688_at	1.0438744290586666
DEFB1	11723845_a_at	1.0390599624123853
MFI2	11731101_at	1.0365564220040993
RGCC	11717582_a_at	1.033800709767668
DUSP27	11740051_at	1.0321192769886718
SCGB2A1	11722863_at	1.0309351269065585
PPP1R14A	11719121_a_at	1.030415192982641
CHRM3	11731806_a_at	1.0213154011082635
REG4	11746772_a_at	1.0130523003095675
NMNAT2	11742025_a_at	1.0056658358565271
CXCL14	11756059_a_at	1.0038786812066842
ITM2C	11747669_x_at	1.0026529487278006
XAF1	11726770_x_at	-1.0005544847725947
COL12A1	11757018_a_at	-1.0029221551745557
GPNMB	11748750_a_at	-1.0044574186038169
XAF1	11747631_x_at	-1.0206350892686649
RGMB	11721793_at	-1.0257326483298081
RPS4Y1	11716411_x_at	-1.0257657848188124
MT1JP	11763100_x_at	-1.0260295988674928
COL1A1	11715352_x_at	-1.0263712632724236
CCL4	11746954_s_at	-1.0268894968573745
CCL4L1	11746954_s_at	-1.0268894968573745
CCL4L2	11746954_s_at	-1.0268894968573745
GBP1	11726328_x_at	-1.027365463956432
MT1H	11731857_x_at	-1.0295273452999085
GPCPD1	11718502_at	-1.0305780403390878
FCGR3A	11731422_s_at	-1.0353157647423554
FMO1	11754496_x_at	-1.0375584204414374
LOC100190940	11757199_at	-1.0410077091578351
SYT13	11724631_at	-1.0423915602948748
CA9	11723327_x_at	-1.04255171142192
IFI44L	11723234_at	-1.0449777994964853
NOS2	11724403_at	-1.0453019292163983
AIM2	11730457_a_at	-1.0501896187897728
CLC	11727473_at	-1.0514947524652625
XAF1	11741202_x_at	-1.0528032169843602
TCN1	11726124_at	-1.0591868609097652
HLA-C	11715316_x_at	-1.0604323354012681
IFI44	11746088_a_at	-1.063192403073427
DIO2	11749826_a_at	-1.0648141920172325
RARRES3	11719692_a_at	-1.0704076721673275
THBS2	11742711_at	-1.074971814793015
TNC	11716062_a_at	-1.076131250799138
RGMB	11721792_at	-1.076795448720051
MCM8	11734972_x_at	-1.0864332244892818
BST2	11716035_at	-1.0905590357963693
CCL4	11718982_s_at	-1.0917938691032294
CCL4L1	11718982_s_at	-1.0917938691032294
CCL4L2	11718982_s_at	-1.0917938691032294
TNC	11716063_at	-1.095470754510858
CA9	11723326_at	-1.098983070294726
REG1B	11742918_a_at	-1.0998214980508845
ABCD3	11741591_at	-1.1002532080147538
DIO2	11721580_a_at	-1.100440989684949
CXCL9	11719943_at	-1.1121924670492742
GZMA	11720496_at	-1.1146074500471608
BST2	11716036_x_at	-1.120418082064793
IFI44L	11723235_a_at	-1.1242075501181645
TENM3	11727984_at	-1.1243483794390143
MT1M	11728398_x_at	-1.1279497653705057
COL1A1	11715351_at	-1.1313805513760276
GPCPD1	11718503_a_at	-1.1565696075852507
APOLD1	11719883_a_at	-1.1625038826046623
RARRES3	11748907_a_at	-1.165587853065098
PIWIL1	11728487_at	-1.188597265579319
FABP6	11725724_a_at	-1.1902688883097063
KIF26A	11729429_a_at	-1.191509625249263
RSAD2	11739216_x_at	-1.2121400645127327
DIO2	11721579_a_at	-1.214496162419052
THBS2	11757941_s_at	-1.2253056988882012
MMP7	11756074_a_at	-1.2403847247173676
IGKV3-20	11753832_x_at	-1.2538845676793064
IGKV3D-20	11753832_x_at	-1.2538845676793064
FAM118A	11720023_a_at	-1.269314580578797
BST2	11716034_a_at	-1.2731694400967122
AIM2	11730458_at	-1.2862621357689088
MMP7	11744031_at	-1.2904742085453247
REG1B	11742919_x_at	-1.3067651273970027
IGKV1-12	11759652_x_at	-1.3075129966774144
IGKV1D-12	11759652_x_at	-1.3075129966774144
MMP7	11744030_a_at	-1.3145863805589943
PTPRD	11721789_a_at	-1.3464741040623442
EIF1AY	11720807_x_at	-1.3586223696196065
FAM118A	11746669_a_at	-1.3813816259752256
DDX3Y	11724075_a_at	-1.3880677575397051
CCL18	11720251_at	-1.388978875510107
ORM1	11744905_x_at	-1.3891397858235361
ORM1	11754065_x_at	-1.3955348597784676
CXCL10	11720298_at	-1.4443454751933045
GABBR1	11723069_at	-1.4484091532177228
UBD	11723069_at	-1.4484091532177228
C2CD4A	11731015_at	-1.4554179003466396
CCL4L1	11744660_s_at	-1.479776408418557
CCL4L2	11744660_s_at	-1.479776408418557
PTPRO	11736665_a_at	-1.4837814869739168
PIGR	11716112_at	-1.4939181453306816
CKMT2	11719876_at	-1.5257458517035927
IL33	11743858_at	-1.5513162091147903
IL33	11743859_x_at	-1.555659984431471
ORM1	11744904_a_at	-1.5793993552345142
ORM2	11744904_a_at	-1.5793993552345142
IL33	11751426_a_at	-1.5954808325655447
PIGR	11716110_s_at	-1.6519178853705565
REG3A	11719674_at	-1.7482105428501757
NOX1	11744651_a_at	-1.755304737714109
CXCL11	11732467_x_at	-1.7652266770904603
WT1	11730686_a_at	-1.7661109844963838
CXCL11	11732466_a_at	-1.7835070612986357
CXCL11	11749245_a_at	-1.829502660100272
MAGEA11	11734428_a_at	-1.8459841859889514
PIGR	11716109_a_at	-1.8547540652100327
PIGR	11716111_x_at	-1.9128818217316184
NOX1	11736459_a_at	-1.9464695800105574
PTPRO	11740474_a_at	-2.0339506287815974
PTPRO	11725684_a_at	-2.169887636866319
PTPRO	11725685_a_at	-2.6208053667129203
