pathway	pval	padj	log2err	ES	NES	size	leadingEdge
GOBP_ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY	0.0017292359414933962	0.005241746447651858	0.45505986738722953	-0.47649103111309665	-2.109765700294968	18	
GOBP_EPITHELIUM_DEVELOPMENT	0.1341991341991342	0.1668886668886669	0.17821987495197314	-0.3198751117060044	-1.3888476991075906	17	
GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION	0.001504131127790214	0.004863357313188359	0.45505986738722953	-0.4811124466077906	-2.130228003383319	18	
GOBP_HOMEOSTATIC_PROCESS	0.7758241758241758	0.7758241758241758	0.061840603575328466	-0.13986382990024768	-0.7560509373584591	30	
GOBP_HUMORAL_IMMUNE_RESPONSE	8.464165982802312e-4	0.0033704148925244506	0.47727081536286214	0.5170224964230159	2.2563681184441573	19	
GOBP_IMMUNE_EFFECTOR_PROCESS	0.0202135277519247	0.0356180607801012	0.35248785758361917	0.41925205037886176	1.6944000792560532	16	
GOBP_IMMUNE_RESPONSE	8.045963816425142e-8	3.902292450966194e-6	0.7049757151672383	0.5481989884886305	3.172519978312985	44	
GOBP_IMMUNE_SYSTEM_DEVELOPMENT	0.13245033112582782	0.16685301453513376	0.18138312849840757	-0.3331217876730334	-1.3710680134172055	15	
GOBP_IMMUNOGLOBULIN_PRODUCTION	3.8841259633923525e-6	9.419005461226454e-5	0.610526878385931	0.6498542869863526	2.785203446789554	18	
GOBP_INFLAMMATORY_RESPONSE	0.2623655913978495	0.29592398099524886	0.12267918956880833	-0.2423421450914306	-1.1555473470725197	21	
GOBP_LOCOMOTION	6.996797467233053e-6	1.3573787086432123e-4	0.610526878385931	-0.49895827920436037	-2.7273728089968166	31	
GOBP_LYMPHOCYTE_ACTIVATION	0.09689213893967093	0.13237376728377576	0.19381330272531053	0.3296693787257705	1.4387294187978925	19	
GOBP_MAPK_CASCADE	0.10698689956331878	0.14309799789251845	0.20207170902115992	-0.33366839608794774	-1.4283392715196317	16	
GOBP_MULTICELLULAR_ORGANISMAL_HOMEOSTASIS	0.5165562913907285	0.5387737662892543	0.08266464491237528	-0.2315011952532831	-0.9528163441268711	15	
GOBP_NEGATIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION	0.020563004161707907	0.0356180607801012	0.35248785758361917	-0.39941457530967706	-1.7341956082495293	17	
GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	0.05411255411255411	0.08201433982683982	0.2878571172551493	-0.3568961457190708	-1.549587237840094	17	
GOBP_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	0.028379452279834662	0.04588011451906604	0.35248785758361917	-0.35459189483675546	-1.7006850328840386	22	
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_STIMULUS	7.478829750739933e-5	7.254464858217735e-4	0.5384340963099162	-0.5309734513274337	-2.4781996797331063	20	
GOBP_NEGATIVE_REGULATION_OF_SIGNALING	7.419894903699278e-4	0.0031292600246036087	0.47727081536286214	-0.5290536720499223	-2.2647279316540194	16	
GOBP_NEUROGENESIS	0.0036812908149130336	0.009650951595853087	0.4317076958033464	-0.47008418516291894	-2.012296371069936	16	
GOBP_NEURON_DIFFERENTIATION	8.911505469594695e-4	0.0033704148925244506	0.47727081536286214	-0.5390646478822368	-2.218690950952694	15	
GOBP_PHOSPHORYLATION	0.016008609769736542	0.03105670295328889	0.35248785758361917	-0.4190648006659038	-1.7938969321652132	16	
GOBP_POSITIVE_REGULATION_OF_CELLULAR_BIOSYNTHETIC_PROCESS	1.109847452933369e-4	7.803897323604592e-4	0.5384340963099162	-0.561362425560763	-2.48555190664518	18	
GOBP_POSITIVE_REGULATION_OF_CELL_ACTIVATION	0.2849264705882353	0.31406667780748665	0.10672988436460558	0.2852510685704021	1.1528373749318512	16	
GOBP_POSITIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION	0.18805309734513273	0.22245305417655944	0.15016980212840597	-0.25024553672403693	-1.2755107010357525	25	
GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	0.0012230719296065875	0.004393999154512555	0.45505986738722953	-0.4440786375200321	-2.2196920276483763	24	
GOBP_POSITIVE_REGULATION_OF_GENE_EXPRESSION	0.0650759219088937	0.09564188522973772	0.2616635217115731	-0.31000344478425085	-1.5495277565566186	24	
GOBP_POSITIVE_REGULATION_OF_IMMUNE_RESPONSE	0.20218579234972678	0.23628941997498193	0.12944288774504625	0.3192245604273217	1.2622766175083386	15	
GOBP_POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	0.6286353467561522	0.648698176971774	0.07307443991269867	-0.17975854275780936	-0.8728453316884146	23	
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	0.07142857142857142	0.10078324808184143	0.2529611230696109	-0.3395786159010807	-1.5035567714845242	18	
GOBP_POSITIVE_REGULATION_OF_LOCOMOTION	0.025546819486872648	0.04280559913121915	0.35248785758361917	-0.38475737816545175	-1.7035953803634538	18	
GOBP_POSITIVE_REGULATION_OF_MAPK_CASCADE	0.15894039735099338	0.19195394544514155	0.16440575583821013	-0.31671817732380375	-1.3035537700184425	15	
GOBP_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	0.017730152384148545	0.032449524174762434	0.35248785758361917	-0.3405601671103291	-1.7499018460876188	26	
GOBP_POSITIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS	0.009776983349517217	0.020178029466024892	0.3807304007227924	-0.45041554152340524	-1.8538275326946483	15	
GOBP_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	0.003315159901929601	0.009187728871062038	0.4317076958033464	-0.49329350389273485	-2.0303053400928146	15	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	0.019201963052419592	0.034492415112679635	0.35248785758361917	-0.3989330837987434	-1.766361341461887	18	
GOBP_POSITIVE_REGULATION_OF_SIGNALING	0.009448353123223226	0.020178029466024892	0.3807304007227924	-0.3490510385773366	-1.86472774367589	29	
GOBP_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	2.8868591710274325e-6	9.334177986322032e-5	0.6272567397185284	0.6015548434821264	2.727810162053914	21	
GOBP_PROGRAMMED_CELL_DEATH	0.13978494623655913	0.17163468082210426	0.1737478389995708	-0.2801270730015418	-1.335715238172859	21	
GOBP_PROTEOLYSIS	0.017669010463791664	0.032449524174762434	0.35248785758361917	-0.42530926073778436	-1.7504946982934888	15	
GOBP_REGULATION_OF_ANATOMICAL_STRUCTURE_MORPHOGENESIS	0.0045000033646723624	0.011192316060851774	0.40701791892395395	-0.4168943611983097	-1.9878555292578135	21	
GOBP_REGULATION_OF_CELLULAR_COMPONENT_MOVEMENT	0.005157331473772781	0.012506528823898992	0.40701791892395395	-0.426099352577905	-2.043647364766857	22	
GOBP_REGULATION_OF_CELL_ACTIVATION	0.41081081081081083	0.4378972378972379	0.08407455779107234	0.2187494653233224	1.0253855607200921	23	
GOBP_REGULATION_OF_CELL_ADHESION	4.734455144693853e-4	0.0023691056546482543	0.49849310876659025	-0.5612458405800197	-2.309984660739168	15	
GOBP_REGULATION_OF_CELL_DEATH	0.026140200910250086	0.04297626251346201	0.35248785758361917	-0.37563532799640476	-1.7055971071139449	19	
GOBP_REGULATION_OF_CELL_DIFFERENTIATION	0.03166027916934967	0.04953301741011158	0.3217759180753611	-0.34834812717062447	-1.6707388260665286	22	
GOBP_REGULATION_OF_CELL_POPULATION_PROLIFERATION	0.06167184729464216	0.09203337211661984	0.3217759180753611	-0.2730500330907999	-1.5241047470348663	33	
GOBP_REGULATION_OF_IMMUNE_RESPONSE	0.11213235294117647	0.14502450980392156	0.1797823162983236	0.3524979291731734	1.4246144260687281	16	
GOBP_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	0.7299813780260708	0.7375853507138423	0.056886416047570075	0.15535598777075543	0.7880783842757227	31	
GOBP_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	0.0413040753723167	0.06359516366848762	0.3217759180753611	-0.35120664591354067	-1.5946770567731579	19	
GOBP_REGULATION_OF_LYMPHOCYTE_ACTIVATION	0.07169117647058823	0.10078324808184143	0.22798720285044224	0.37975690149092767	1.534781102209974	16	
GOBP_REGULATION_OF_MULTICELLULAR_ORGANISMAL_DEVELOPMENT	0.005503071781269908	0.013019462506906856	0.40701791892395395	-0.40876974780519443	-2.043203328613387	24	
GOBP_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	9.034101773776877e-4	0.0033704148925244506	0.47727081536286214	-0.5066108027169658	-2.1996248596645667	17	
GOBP_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	0.0016914796982293483	0.005241746447651858	0.45505986738722953	-0.4985404224875623	-2.134109409904329	16	
GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION	0.0035998941313599587	0.009650951595853087	0.4317076958033464	-0.49011080257074685	-2.0172059267841855	15	
GOBP_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	0.008056335671726639	0.017760558185397363	0.3807304007227924	-0.4314293833100078	-1.8731988967251174	17	
GOBP_REGULATION_OF_RESPONSE_TO_STRESS	0.01232547179738064	0.024907724257206713	0.3807304007227924	-0.37271280305825893	-1.7395535442728138	20	
GOBP_REGULATION_OF_TRANSPORT	2.6039558834460853e-5	4.2097286782378384e-4	0.5756102610711286	-0.5489282137980355	-2.5619995128379265	20	
GOBP_REPRODUCTION	0.029235474198442506	0.046489196676211854	0.35248785758361917	-0.39316239316239315	-1.6830161106731552	16	
GOBP_RESPONSE_TO_ABIOTIC_STIMULUS	0.11479028697571744	0.1465086557453236	0.19578900214894943	-0.3418991374158717	-1.4071939707106182	15	
GOBP_RESPONSE_TO_BACTERIUM	0.35454545454545455	0.386414708886619	0.09284812141598782	0.227220951868785	1.0880922816440086	25	
GOBP_RESPONSE_TO_CYTOKINE	0.22270742358078602	0.2571740486587648	0.13574094381042484	-0.2872628028109786	-1.2296901573907895	16	
GOBP_RESPONSE_TO_ENDOGENOUS_STIMULUS	0.006990078666067738	0.01614375310972787	0.40701791892395395	-0.37774025869295297	-2.001989795646614	28	
GOBP_RESPONSE_TO_GROWTH_FACTOR	4.884753927109803e-4	0.0023691056546482543	0.47727081536286214	-0.559322033898305	-2.3020666262457707	15	
GOBP_RESPONSE_TO_HORMONE	0.10989010989010989	0.14404514404514404	0.19991523130966152	-0.3079047509290356	-1.3980619321732943	19	
GOBP_RESPONSE_TO_LIPID	4.298360280584865e-4	0.0023691056546482543	0.49849310876659025	-0.47670572573805403	-2.224917223069352	20	
GOBP_RESPONSE_TO_NITROGEN_COMPOUND	0.1076923076923077	0.14309799789251845	0.20207170902115992	-0.3144148999191152	-1.4276216952115217	19	
GOBP_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	6.466307695183884e-4	0.002851053847421985	0.47727081536286214	-0.427757847600824	-2.312297052581049	30	
GOBP_RESPONSE_TO_WOUNDING	0.025595100511450627	0.04280559913121915	0.35248785758361917	-0.4101206010183502	-1.6879809682446023	15	
GOBP_TAXIS	0.0014632030297599273	0.004863357313188359	0.45505986738722953	-0.4828210974529129	-2.137793419543195	18	
GOBP_TISSUE_DEVELOPMENT	4.8772867636808035e-4	0.0023691056546482543	0.49849310876659025	-0.4156006878029038	-2.294363424537552	32	
GOBP_TUBE_DEVELOPMENT	1.2872407956461183e-4	7.803897323604592e-4	0.5188480777437918	-0.4853759259748548	-2.4940093144678426	26	
GOBP_TUBE_MORPHOGENESIS	5.473102018195996e-5	6.371786506169808e-4	0.557332238758646	-0.5180934519366722	-2.6407413723846944	25	
GOBP_VASCULATURE_DEVELOPMENT	9.566815322544957e-5	7.733175719057175e-4	0.5384340963099162	-0.5063131231392576	-2.53076619312782	24	
GOBP_VESICLE_MEDIATED_TRANSPORT	0.3585951940850277	0.38648593140275206	0.09314545753378035	0.2619189919461814	1.0909882402915583	17	
