gene_symbol	logFC
GUCA2A	-1.097256681353161
KCTD12	-1.0985521072103646
KRT6A	-1.098597272914392
ABCA8	-1.1008880444173592
NTS	-1.1011870533859842
RGS13	-1.1045346887029273
MYH11	-1.1081581295793625
CES1	-1.1112930898991291
CES1P1	-1.1112930898991291
FAM169A	-1.1222838400052382
PLA2G2A	-1.1243598821959189
SORBS2	-1.132946280768983
FAM46C	-1.1347901922617725
ADH1C	-1.1348000189313987
DCDC2	-1.1386129982415112
LGALS2	-1.1417523325668961
KRT6A	-1.1446897987237226
SERPINA3	-1.1532357905402197
ADH1B	-1.1550846321865504
TNFRSF17	-1.1625011369477078
CLDN18	-1.164633952881073
CLDN8	-1.1650995943694362
ADH1C	-1.1755576227214788
TFF1	-1.1824686456672149
HLA-DQA1	-1.1846492017277541
HLA-DQA2	-1.1846492017277541
ADH1A	-1.1860587309369521
ADH1B	-1.1860587309369521
ADH1C	-1.1860587309369521
MS4A1	-1.191431738380884
GHR	-1.1946207380781924
CA8	-1.196246863704157
INSL5	-1.1968588624190748
PLA2G2A	-1.2132857874429566
SERPINA3	-1.2141523885715306
SORBS2	-1.221928923746363
SCGB2A1	-1.2257087702629164
ADH1B	-1.229052662845087
FRZB	-1.230463604660848
CA2	-1.2386327598405886
SYNPO2	-1.247050754691138
SCARA5	-1.2483213441104997
AGR3	-1.2595577930857003
ABCG2	-1.2642389426885907
SORBS2	-1.2683258270646556
B3GALT5-AS1	-1.269466644644549
FABP1	-1.2767498188554853
SPINK4	-1.2795461875486192
KCTD12	-1.282798338794058
UGT2B7	-1.287765570376804
PCDH20	-1.290920238017854
CMBL	-1.2932620740653873
ALDH1A1	-1.305302483987515
ALDH1A1	-1.3058188240564095
CA4	-1.3119903841248475
GSTA1	-1.3297685705586122
SYNPO2	-1.3367298120350957
ADGRG6	-1.3418633100434505
REG4	-1.3529917000665412
WFDC2	-1.3548682102129908
PLN	-1.355585044821405
FABP1	-1.3644544377266878
HEPACAM2	-1.3650503020800262
ADGRG6	-1.3691157389693627
B3GNT7	-1.3964336212124004
CPE	-1.4207328778700221
ADGRG6	-1.4304830218125753
HSD17B2	-1.43227141904411
PLAC8	-1.4330480657255562
PLAC8	-1.4371489719209811
ZG16	-1.440103238308322
ADH1B	-1.4741395285769063
EDN3	-1.4767768386963158
HGD	-1.4930326476620361
CPE	-1.4986233277279197
PLAC8	-1.5163010119124998
SPINK5	-1.518888453926742
XIST	-1.5393999652545567
ITLN1	-1.5486263124383375
DHRS9	-1.5635189563142198
ALDH1A1	-1.565215344980775
ADH1B	-1.5751852532608195
REG4	-1.5822888248442497
HEPACAM2	-1.5842800373424861
STMN2	-1.6207050747982126
CD177	-1.6225626578266898
SORBS2	-1.6362443925994696
SI	-1.6460992403838701
PCDH20	-1.6676071023508336
SLC4A4	-1.6701776634844268
PLA2G2A	-1.7097148284805155
SOSTDC1	-1.7215659498751705
MS4A12	-1.7465293310777714
FCGBP	-1.7484612342878965
PLAC8	-1.752996572809371
TACSTD2	-1.753004479954857
CLCA1	-1.8076438016496787
L1TD1	-1.8317652216352707
STMN2	-1.874132077625833
STMN2	-1.9623772632543652
FOXA1	-2.1386970279751316
CLCA4	-2.1401004246033555
IGFBP2	-2.2686070024035865
XIST	-2.5089353038162305
XIST	-2.5507478359173037
XIST	-3.2907131263186007
