gene_symbol	ID	logFC
DEFA5	11728642_s_at	-1.086261273340023
IGHG1	11760929_x_at	-1.096366724567586
IGHG3	11760929_x_at	-1.096366724567586
IGHM	11760929_x_at	-1.096366724567586
IGHV4-31	11760929_x_at	-1.096366724567586
IGKV1-5	11763684_x_at	-1.0977797868556465
IGHG1	11745244_x_at	-1.1052533936556124
IGHG2	11745244_x_at	-1.1052533936556124
IGHG3	11745244_x_at	-1.1052533936556124
IGHM	11745244_x_at	-1.1052533936556124
IGHV4-31	11745244_x_at	-1.1052533936556124
IGHG3	11761467_x_at	-1.1225206935473881
JCHAIN	11735990_x_at	-1.131860839839188
IGKV1-12	11759652_x_at	-1.1467178048181346
IGKV1D-12	11759652_x_at	-1.1467178048181346
IGKV3-20	11753832_x_at	-1.1798303724439467
IGKV3D-20	11753832_x_at	-1.1798303724439467
ADH1C	11730780_x_at	-1.183420062258205
IGLL3P	11715164_s_at	-1.1863413450980955
JCHAIN	11735989_s_at	-1.2107391517830859
IGKV2-28	11763253_x_at	-1.2291958482804546
IGKV2D-28	11763253_x_at	-1.2291958482804546
ADH1B	11746322_x_at	-1.2445492002788265
ADH1B	11722995_at	-1.278547527959152
ADH1C	11730779_at	-1.2904146356295823
LGALS2	11731798_a_at	-1.3047537318032374
ITLN1	11723027_at	-1.3166625790723998
CCL11	11731776_at	-1.3315478709327309
IGK	11763222_x_at	-1.3332524524394644
IGKC	11763222_x_at	-1.3332524524394644
IGKV1-16	11763222_x_at	-1.3332524524394644
IGKV1-5	11763222_x_at	-1.3332524524394644
IGKV1D-16	11763222_x_at	-1.3332524524394644
IGKV1D-17	11763222_x_at	-1.3332524524394644
CLC	11727473_at	-1.336998107106341
ADH1B	11747167_x_at	-1.3616329070736037
IGKV3-11	11763144_x_at	-1.4252286361818598
IGKV3D-11	11763144_x_at	-1.4252286361818598
ADH1B	11746898_x_at	-1.4372208725987001
PLA2G2A	11718416_a_at	-1.4518833578512567
REG1A	11715386_at	-1.508257386736986
SPINK4	11741453_at	-1.5370434986199815
CLCA1	11728746_a_at	-1.6108258923297165
IGLL5	11755382_x_at	-1.643720933894845
IGLV1-36	11755382_x_at	-1.643720933894845
IGLV1-44	11755382_x_at	-1.643720933894845
IGLV1-47	11755382_x_at	-1.643720933894845
REG1B	11742918_a_at	-1.7140287683465978
REG3A	11719674_at	-1.739145542020605
REG1B	11742919_x_at	-1.8772847328090467
