gene_symbol	ID	logFC
PPP1R14A	11719121_a_at	1.064166571607955
FABP1	11758878_x_at	1.0502335461746188
PLAC8	11739482_x_at	1.0473754017455583
NTS	11719685_at	1.0408114308953138
REG4	11746772_a_at	1.0324246989947312
XIST	11754196_s_at	1.0314993252380962
NPTX2	11720005_at	1.0300203152129859
CXCL14	11756059_a_at	1.0271717009979877
CA2	11733115_a_at	1.0229493348222665
ALDH1A1	11752548_a_at	1.0203461008651615
KRT6B	11723983_at	1.0179364119037704
GDF15	11716665_s_at	1.0155509384194223
DUSP27	11740051_at	1.0140179254738397
SOSTDC1	11754380_a_at	1.013729828114983
ACTG2	11715794_x_at	1.0103651597638788
NMU	11728377_x_at	1.0101819498076985
MBOAT2	11730901_at	1.0093333092015406
AKR1C3	11715711_a_at	1.0086221666221196
DEFB1	11723845_a_at	1.008202424480987
SEMA3D	11731195_at	1.004875249081171
BEX4	11718588_a_at	1.0034284047407809
CHRM3	11731806_a_at	1.0021212798303276
MCM8	11739930_a_at	-1.001405242501976
RARRES3	11748907_a_at	-1.0049822691833583
FAM3B	11732500_a_at	-1.0050597636206722
DDX3Y	11749841_x_at	-1.0113032523483074
CHN2	11757516_s_at	-1.0182127432177217
LOC101928168	11757516_s_at	-1.0182127432177217
MCM8	11734971_s_at	-1.0300761364279847
RSAD2	11739216_x_at	-1.0313899242685824
APOLD1	11719883_a_at	-1.031859720088974
CCND2	11719198_s_at	-1.0333106864096049
ABCD3	11741592_x_at	-1.040847728549707
CA9	11723327_x_at	-1.0518252141955644
AIM2	11730458_at	-1.0545816436484685
RGMB	11721792_at	-1.0563587673917514
CHN2	11721936_a_at	-1.059414745873882
LOC101928168	11721936_a_at	-1.059414745873882
JAG1	11751993_a_at	-1.0615326815690604
RGMB	11721793_at	-1.0620074275352973
MAP7D2	11754254_a_at	-1.0699519557858008
MT1M	11728397_at	-1.0834619657770106
PTPRD	11721790_s_at	-1.08877343667388
CA9	11723326_at	-1.1013693570496024
MT1JP	11753736_s_at	-1.1089965193253009
MT1M	11753736_s_at	-1.1089965193253009
MT1P3	11753736_s_at	-1.1089965193253009
GZMA	11720496_at	-1.110877153638639
LOC100190940	11757199_at	-1.1234183599551795
IGKV3-20	11753832_x_at	-1.137927564472216
IGKV3D-20	11753832_x_at	-1.137927564472216
ABCD3	11741591_at	-1.1427450993830814
HLA-C	11715316_x_at	-1.1644742749502566
CCND2	11719197_at	-1.1792756847623664
GPCPD1	11718502_at	-1.1862251007484659
CXCL10	11720298_at	-1.1951901621301566
CCL4L1	11744660_s_at	-1.2026099949228115
CCL4L2	11744660_s_at	-1.2026099949228115
MT1JP	11763100_x_at	-1.2102671764715072
MCM8	11734972_x_at	-1.211984550925517
SYT13	11724631_at	-1.2249424613796416
MT1H	11731857_x_at	-1.2287661781439456
ORM1	11758794_x_at	-1.2373502945973525
PIWIL1	11728487_at	-1.2500083736090195
GPCPD1	11718503_a_at	-1.2535363447986345
GABBR1	11723069_at	-1.2574350147239848
UBD	11723069_at	-1.2574350147239848
RPS4Y1	11716411_x_at	-1.2643320854260658
MT1M	11728398_x_at	-1.2663983236188896
IGKV1-12	11759652_x_at	-1.3101803828095688
IGKV1D-12	11759652_x_at	-1.3101803828095688
FAM118A	11720023_a_at	-1.3133392180693386
FABP6	11725724_a_at	-1.324880549322292
CXCL11	11732466_a_at	-1.3757241715880326
CXCL11	11732467_x_at	-1.3869553327808593
KIF26A	11729429_a_at	-1.3912664040681402
CXCL11	11749245_a_at	-1.4291915006300346
FAM118A	11746669_a_at	-1.4547715134132675
PTPRD	11721789_a_at	-1.474916615722785
REG3A	11719674_at	-1.4851024325077145
C2CD4A	11731015_at	-1.4984821962338586
PTPRO	11736665_a_at	-1.5147203540371663
PIGR	11716110_s_at	-1.519031512037765
DDX3Y	11724075_a_at	-1.5256225719185785
IL33	11743858_at	-1.5326821297767719
PIGR	11716112_at	-1.5363910950117212
IL33	11743859_x_at	-1.540241869915528
ORM1	11744905_x_at	-1.6108087586496533
IL33	11751426_a_at	-1.6166072669985772
EIF1AY	11720807_x_at	-1.62882494735628
ORM1	11754065_x_at	-1.641793860723415
PIGR	11716109_a_at	-1.6610923545852323
PIGR	11716111_x_at	-1.7312249592950195
NOX1	11744651_a_at	-1.740355142834904
CKMT2	11719876_at	-1.7726557310958735
ORM1	11744904_a_at	-1.823888091650471
ORM2	11744904_a_at	-1.823888091650471
WT1	11730686_a_at	-1.8337006547200696
NOX1	11736459_a_at	-1.9650053565850785
MAGEA11	11734428_a_at	-1.9823253730802437
PTPRO	11740474_a_at	-2.133811163713279
PTPRO	11725684_a_at	-2.2413246490421246
PTPRO	11725685_a_at	-2.711758280601634
