gene_symbol	ID	logFC
KIF26A	11729429_a_at	-1.2433386759011715
RNF182	11737774_a_at	-1.2674665769083053
WT1	11730686_a_at	-1.28755134061835
NOX1	11744651_a_at	-1.2990747895268484
IL33	11743858_at	-1.3029296288764236
IL33	11743859_x_at	-1.3133764949416502
IL33	11751426_a_at	-1.3138339081220476
PIGR	11716112_at	-1.3591639558625586
EIF1AY	11720807_x_at	-1.3808057687518158
CCL18	11720251_at	-1.4004885796681528
NOX1	11736459_a_at	-1.4680375569403736
RPS4Y1	11716411_x_at	-1.497509401079057
DDX3Y	11724075_a_at	-1.5157632249771833
CAPN8	11731325_a_at	-1.5304189598721
PTPRO	11736665_a_at	-1.8428785041181017
MAGEA11	11734428_a_at	-1.8723126211042105
HLA-C	11715316_x_at	-1.9275032854704532
PTPRO	11740474_a_at	-1.986180801435263
PTPRO	11725684_a_at	-2.184364142437092
PTPRO	11725685_a_at	-2.5624889669037936
